,brand,model,model_year,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,data_year
2092,Audi,RS 4 Base,2007,99769,Gasoline,6-Speed M/T,Gray,White,False,Yes,29995,2023
2093,Toyota,Avalon Limited,2022,16156,Gasoline,8-Speed Automatic,Blueprint,Graphite,False,No,39390,2023
2094,Mercedes-Benz,E-Class E 350 4MATIC,2008,67250,Gasoline,A/T,White,Beige,False,Yes,11900,2023
2095,GMC,Yukon Denali,2021,30022,Gasoline,A/T,Blue,Black,True,Yes,74500,2023
2096,Porsche,Panamera 4S,2017,42596,Gasoline,Transmission w/Dual Shift Mode,Black,Black,False,Yes,78000,2023
2097,Ford,Explorer XLT,2021,33705,Gasoline,10-Speed Automatic,White,Light Slate,True,Yes,36995,2023
2098,Land,Rover LR4 HSE LUX Landmark Edition,2016,63300,Gasoline,8-Speed A/T,White,Brown,False,Yes,31000,2023
2099,Acura,TLX Type S w/Performance Tire,2023,4700,Gasoline,10-Speed A/T,Red,Black,False,Yes,52000,2023
2100,Toyota,Tacoma Base,2020,27256,Gasoline,6 Speed At/Mt,Midnight Black Metallic,Black/Gun Metal,False,No,42998,2023
2101,Hummer,H3 Base,2010,107481,Gasoline,A/T,White,Black,False,Yes,13500,2023
2102,Tesla,Model 3 Long Range,2018,61700,No,A/T,White,Black,False,Yes,25900,2023
2103,Volvo,850 Turbo,1995,94000,–,A/T,White,Black,False,Yes,4500,2023
2104,Jeep,Wrangler Unlimited Sahara,2017,128000,Gasoline,5-Speed A/T,Gray,Black,False,Yes,26800,2023
2105,Chevrolet,Camaro 2SS,2018,26000,Gasoline,8-Speed A/T,White,Black,False,Yes,39000,2023
2106,Audi,S6 4.0T,2015,74000,Gasoline,7-Speed A/T,Blue,Gray,False,Yes,29950,2023
2107,Audi,TT RS Base,2012,54900,Gasoline,6-Speed M/T,White,Brown,No,No,28900,2023
2108,INFINITI,QX56 Base,2012,141775,Gasoline,Transmission w/Dual Shift Mode,White,Beige,False,Yes,11500,2023
2109,Volkswagen,New Beetle GLS,2001,63250,Gasoline,4-Speed A/T,Yellow,Yellow,False,Yes,12000,2023
2110,Audi,Q5 S line Premium Plus,2022,13895,Hybrid,Automatic,Daytona Gray,Black,False,No,44998,2023
2111,Lamborghini,Aventador LP750-4 Superveloce,2017,10654,Gasoline,Automatic,Balloon White,Nero Ade,False,No,449991,2023
2112,Ford,F-250 XL,2014,35900,E85 Flex Fuel,Transmission w/Dual Shift Mode,Blue,Gray,True,Yes,27900,2023
2113,GMC,Yukon XL Denali,2022,48306,Gasoline,10-Speed Automatic,Summit White,Jet Black,True,Yes,71999,2023
2114,Audi,A4 2.0T Premium,2012,125000,Gasoline,8-Speed A/T,Black,Black,False,Yes,10500,2023
2115,Dodge,Challenger SRT 392,2016,37700,–,8-Speed A/T,Black,Black,True,Yes,38000,2023
2116,Tesla,Model S P100D,2017,103000,No,1-Speed A/T,Black,White,False,Yes,36000,2023
2117,Mazda,CX-30 Premium Package,2021,45303,Gasoline,6-Speed Automatic,Snowflake White Pearl,White / Brown,False,No,25382,2023
2118,Lexus,ES 350 Base,2016,53900,Gasoline,A/T,Red,Beige,False,Yes,27500,2023
2119,Jeep,Wrangler Sahara,2008,54000,Gasoline,A/T,Green,Gray,False,Yes,20000,2023
2120,Chevrolet,Avalanche 1500 LTZ,2007,129000,Gasoline,A/T,White,Beige,False,Yes,17950,2023
2121,Jeep,Grand Cherokee L Laredo,2022,10232,Gasoline,Automatic,Diamond Black,Global Black,False,Yes,44646,2023
2122,Acura,MDX w/Advance Package,2023,3708,Gasoline,Automatic,White,Espresso,False,No,58998,2023
2123,Nissan,Pathfinder SL,2018,167000,Gasoline,A/T,Black,Beige,No,No,14500,2023
2124,Tesla,Model X Long Range,2019,37000,No,1-Speed A/T,Gray,Black,False,Yes,58000,2023
2125,Subaru,Impreza Premium,2022,10419,Gasoline,Variable,Crystal White Pearl,Black,True,No,24998,2023
2126,Audi,A8 4.0T,2014,96238,Gasoline,Transmission w/Dual Shift Mode,Black,Black,True,Yes,22500,2023
2127,Subaru,Ascent Limited 7-Passenger,2022,12700,Gasoline,CVT Transmission,White,Beige,False,Yes,38500,2023
2128,Chevrolet,Avalanche 1500 LT,2007,244000,E85 Flex Fuel,A/T,Gray,Gray,False,Yes,16900,2023
2129,Porsche,Cayenne S,2015,124000,Gasoline,8-Speed A/T,White,Beige,False,Yes,25000,2023
2130,BMW,335 i,2009,123000,Gasoline,A/T,Purple,Black,False,Yes,15000,2023
2131,GMC,Sierra 1500 Limited Elevation,2022,24900,Gasoline,8-Speed A/T,Black,Black,False,Yes,49900,2023
2132,Ford,Explorer Sport,2016,95500,Gasoline,Transmission w/Dual Shift Mode,Black,Black,False,Yes,20000,2023
2133,Cadillac,Escalade ESV Sport,2021,4283,Gasoline,10-Speed Automatic,Black,Brandy,False,Yes,479995,2023
2134,Lexus,LX 570 Three-Row,2021,48300,Gasoline,A/T,White,Red,False,Yes,82000,2023
2135,BMW,M3 Base,2008,94000,Gasoline,6-Speed M/T,Gray,Red,False,Yes,25999,2023
2136,Nissan,Xterra Pro-4X,2011,183000,Gasoline,A/T,Black,Gray,True,Yes,12000,2023
2137,Ford,Fusion Hybrid SE Hybrid,2013,126225,Hybrid,CVT Transmission,Silver,Black,True,Yes,11500,2023
2138,Volkswagen,Golf GTI 2.0T SE 4-Door,2016,87892,Gasoline,6-Speed M/T,Gray,Black,False,Yes,16000,2023
2139,Cadillac,CTS-V Base,2012,45000,Gasoline,6-Speed A/T,Red,Black,False,Yes,41500,2023
2140,Aston,Martin Vantage Base,2022,1023,Gasoline,8-Speed A/T,Blue,Brown,False,Yes,156900,2023
2141,Lexus,GX 460 Base,2015,106000,Gasoline,A/T,Black,Beige,False,Yes,37500,2023
2142,GMC,Acadia SLT-1,2019,51300,Gasoline,6-Speed A/T,Black,Black,True,Yes,25500,2023
2143,Ford,Bronco Sport Big Bend,2021,30176,Gasoline,8-Speed Automatic,Black,Medium Dark Slate,False,Yes,28979,2023
2144,Nissan,Titan SV,2021,27598,Gasoline,9-Speed Automatic,Black,Black,False,No,39884,2023
2145,Volkswagen,Jetta SportWagen SE,2012,107000,Gasoline,A/T,Black,Beige,False,Yes,9499,2023
2146,Land,Rover Range Rover 5.0L V8 Supercharged,2019,17500,Gasoline,8-Speed A/T,Black,Black,False,Yes,65000,2023
2147,RAM,2500 Laramie,2017,117878,Diesel,Transmission w/Dual Shift Mode,Red,Black,False,Yes,42000,2023
2148,Nissan,Murano SL,2010,138700,Gasoline,CVT Transmission,Gray,Black,True,Yes,7000,2023
2149,Cadillac,Escalade ESV Base,2009,152068,E85 Flex Fuel,6-Speed A/T,White,Black,True,Yes,12350,2023
2150,BMW,428 i xDrive SULEV,2016,77000,Gasoline,Transmission w/Dual Shift Mode,White,Red,True,Yes,26999,2023
2151,Ford,Focus RS Base,2017,26000,Gasoline,6-Speed M/T,Gray,Black,False,Yes,37000,2023
2152,Lexus,CT 200h Premium,2014,131200,Hybrid,A/T,Brown,Brown,False,Yes,14000,2023
2153,Buick,Enclave Leather,2017,83280,Gasoline,6-Speed Automatic,Quicksilver Metallic,Ebony,False,No,20599,2023
2154,BMW,M3 Base,2015,59000,Gasoline,6-Speed M/T,Gray,Black,False,Yes,53500,2023
2155,Volkswagen,Arteon 2.0T SEL R-Line,2020,15500,Gasoline,8-Speed A/T,Silver,Black,False,Yes,30000,2023
2156,BMW,X6 xDrive35i,2013,90000,Gasoline,8-Speed A/T,White,Red,False,Yes,19950,2023
2157,INFINITI,G35 Base,2006,94000,Gasoline,Transmission w/Dual Shift Mode,White,Gray,True,Yes,10995,2023
2158,Hummer,H2 Base,2008,63750,Gasoline,6-Speed A/T,White,Black,True,Yes,55000,2023
2159,Mercedes-Benz,C-Class C 300 4MATIC Luxury,2011,95500,Gasoline,A/T,Black,Beige,True,Yes,15990,2023
2160,Acura,ILX Premium Package,2019,37900,Gasoline,A/T,White,Black,False,Yes,26000,2023
2161,Porsche,911 GT3,2015,13250,Gasoline,7-Speed A/T,Brown,Gray,False,Yes,154900,2023
2162,RAM,1500 Longhorn,2019,76249,Gasoline,8-Speed Automatic,Diamond Black,Mountain Brown,True,No,40995,2023
2163,BMW,M3 Base,2001,81000,Gasoline,6-Speed M/T,Blue,Gray,False,Yes,39000,2023
2164,Chevrolet,Suburban LT,2022,37806,Gasoline,10-Speed A/T,Black,Black,False,Yes,60894,2023
2165,Dodge,Ram 2500 ST,2010,151544,Gasoline,5-Speed A/T,Brown,Gray,True,Yes,17700,2023
2166,Chevrolet,Camaro 2SS,2012,60345,Gasoline,6-Speed A/T,Yellow,Black,False,Yes,26950,2023
2167,Dodge,Challenger SE,2010,90305,Gasoline,A/T,Gray,Black,False,Yes,12000,2023
2168,Jeep,Grand Cherokee L Limited,2022,13275,Gasoline,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,False,No,42599,2023
2169,Chevrolet,Camaro 2SS,2018,8660,Gasoline,8-Speed A/T,White,Black,False,Yes,45000,2023
2170,Ford,F-350 Lariat,2021,28220,Diesel,10-Speed A/T,Silver,Black,False,Yes,73600,2023
2171,Ford,F-250 King Ranch,2015,97700,Diesel,6-Speed A/T,Black,–,False,Yes,39950,2023
2172,Chevrolet,Corvette Stingray w/3LT,2023,4200,Gasoline,A/T,White,Black,False,Yes,98000,2023
2173,Bentley,Continental GT V8 First Edition,2020,27404,Gasoline,Automatic,Dark Sapphire,Linen,False,No,199991,2023
2174,Lincoln,MKC Reserve,2016,100000,Gasoline,Transmission w/Dual Shift Mode,White,White,False,Yes,24000,2023
2175,Ford,Excursion Limited,2001,333361,Diesel,A/T,Black,Beige,True,Yes,17000,2023
2176,Land,Rover Discovery SE,2018,63295,Gasoline,8-Speed A/T,Blue,White,False,Yes,29993,2023
2177,Land,Rover Defender V8,2022,3000,Gasoline,8-Speed A/T,Black,Black,False,Yes,96500,2023
2178,Chevrolet,Silverado 1500 2LT,2014,102604,E85 Flex Fuel,6-Speed A/T,Gray,Gray,False,Yes,25500,2023
2179,Mercedes-Benz,AMG G 63 Base,2017,39800,Gasoline,7-Speed A/T,White,Red,False,Yes,99000,2023
2180,Ford,F-250 XLT,2019,124000,E85 Flex Fuel,6-Speed A/T,White,Gray,False,Yes,40100,2023
2181,Tesla,Model 3 Base,2022,12080,No,A/T,Black,Black,False,Yes,36750,2023
2182,Lexus,LX 570 Three-Row,2018,39300,Gasoline,Transmission w/Dual Shift Mode,Black,Black,False,Yes,69500,2023
2183,INFINITI,QX60 Luxe,2019,51000,Gasoline,CVT Transmission,Gray,–,True,Yes,29000,2023
2184,Rivian,R1S Adventure Package,2023,250,No,1-Speed A/T,Green,Black,No,No,97500,2023
2185,Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,67000,Gasoline,8-Speed A/T,Gray,Beige,False,Yes,35999,2023
2186,INFINITI,QX60 Base,2014,95400,Gasoline,A/T,White,Beige,No,No,14195,2023
2187,Hyundai,Sonata GLS,2013,136991,Gasoline,6-Speed A/T,Gray,Gray,False,Yes,11000,2023
2188,Toyota,Tundra Limited,2022,3959,Gasoline,10-Speed A/T,Blue,Gray,False,Yes,55000,2023
2189,Jeep,Grand Cherokee Limited,2020,47500,Gasoline,A/T,Purple,Black,False,Yes,31000,2023
2190,Ford,F-350 Lariat Crew Cab Super Duty DRW,2005,176691,Diesel,A/T,White,Beige,True,Yes,13000,2023
2191,Tesla,Model 3 Performance,2021,33000,No,1-Speed A/T,Red,White,False,Yes,55000,2023
2192,Mercedes-Benz,CLS-Class CLS 550,2014,34600,Gasoline,Transmission w/Dual Shift Mode,Black,Black,False,Yes,27500,2023
2193,RAM,2500 SLT,2014,84500,Gasoline,A/T,Black,Gray,False,Yes,34000,2023
2194,Kia,Sorento Hybrid EX,2022,36100,Hybrid,6-Speed A/T,Black,White,False,Yes,37500,2023
2195,Hyundai,Genesis 3.8,2015,92225,Gasoline,A/T,Black,Black,True,Yes,17000,2023
2196,Jeep,Compass Latitude,2020,17500,Gasoline,9-Speed A/T,Silver,Black,False,Yes,25695,2023
2197,Ford,Fusion SE,2011,114323,Gasoline,6-Speed A/T,Black,Black,False,Yes,6000,2023
2198,Toyota,FJ Cruiser Base,2014,92000,Gasoline,A/T,Beige,Black,False,Yes,27500,2023
2199,BMW,430 Gran Coupe i xDrive,2018,29025,Gasoline,Automatic,Carbon Black Metallic,Black,False,No,29998,2023
2200,Dodge,Durango SRT 392,2021,17000,Gasoline,Transmission w/Dual Shift Mode,Blue,Black,False,Yes,65000,2023
2201,Hyundai,Santa Fe GLS,2015,96476,Gasoline,6-Speed A/T,White,Gray,False,Yes,13000,2023
2202,Volkswagen,Atlas 3.6L SEL Premium,2021,36311,Gasoline,8-Speed Automatic,Deep Black Pearl Effect,Titan Black / Quarzit,False,Yes,39127,2023
2203,Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,2016,56842,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,False,Yes,35000,2023
2204,Nissan,Murano SV,2021,23677,Gasoline,Automatic CVT,Sunset Drift Chromaflair,Graphite,False,No,29510,2023
2205,Buick,Envision Essence,2020,27340,Gasoline,6-Speed Automatic,Summit White,Ebony,False,No,31700,2023
2206,Chevrolet,Silverado 1500 RST,2020,26177,Gasoline,Automatic,Shadow Gray Metallic,Jet Black,No,No,41986,2023
2207,Pontiac,Solstice GXP,2009,122348,Gasoline,A/T,Red,Black,True,Yes,10000,2023
2208,BMW,640 Gran Coupe i xDrive,2015,98000,Gasoline,Transmission w/Dual Shift Mode,Black,Beige,False,Yes,22500,2023
2209,Tesla,Model 3 Standard Range Plus,2019,32300,No,A/T,Black,Black,False,Yes,29000,2023
2210,MINI,Countryman Cooper S,2019,18997,Gasoline,Transmission w/Dual Shift Mode,Red,Black,False,Yes,26750,2023
2211,Porsche,Boxster GTS,2016,40350,Gasoline,7-Speed A/T,Gray,Black,False,Yes,67995,2023
2212,Ford,Expedition EL King Ranch,2011,156856,E85 Flex Fuel,6-Speed A/T,Black,Brown,False,Yes,14300,2023
2213,Bentley,Continental GT GT Speed,2022,1919,Gasoline,8-SPEED A/T,Granite,Porpoise,False,No,289991,2023
2214,BMW,X5 M Base,2017,61773,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,False,Yes,46000,2023
2215,Ford,Mustang GT Premium,2011,74500,Gasoline,6-Speed M/T,Black,Black,False,Yes,22000,2023
2216,Jeep,Compass Sport,2016,99000,Gasoline,6-Speed A/T,White,Gray,True,Yes,5000,2023
2217,INFINITI,G37 Sport,2008,63496,Gasoline,6-Speed M/T,Black,Black,False,Yes,15000,2023
2218,Ford,F-150 XLT,2022,18465,Gasoline,10-Speed A/T,Black,Gray,False,Yes,47500,2023
2219,Porsche,911 Carrera 4S,2007,42635,Gasoline,Transmission w/Dual Shift Mode,Blue,Blue,False,Yes,72995,2023
2220,INFINITI,G35 Base,2005,99000,Gasoline,6-Speed M/T,Silver,Black,False,Yes,18900,2023
2221,Chrysler,300C Base,2013,87500,Gasoline,8-Speed A/T,White,Beige,False,Yes,13750,2023
2222,Toyota,Camry Solara SLE,2007,138000,Gasoline,5-Speed A/T,White,Beige,False,Yes,6800,2023
2223,Lexus,IS 300 Base,2018,70891,Gasoline,Transmission w/Dual Shift Mode,White,Black,False,Yes,28995,2023
2224,Buick,Enclave Essence,2020,55403,Gasoline,9-Speed A/T,Red,Gray,True,Yes,29444,2023
2225,BMW,M4 Competition xDrive,2022,3213,Gasoline,8-Speed A/T,Black,Red,False,Yes,89995,2023
2226,Pontiac,GTO Base,2005,142314,Gasoline,6-Speed M/T,Red,Red,True,Yes,21999,2023
2227,Toyota,FJ Cruiser Base,2013,53000,Gasoline,A/T,Blue,Black,False,Yes,36740,2023
2228,Hyundai,Elantra SE,2014,120250,Gasoline,A/T,Blue,Gray,False,Yes,7500,2023
2229,Porsche,Macan S,2015,72329,Gasoline,7-Speed A/T,Silver,Black,False,Yes,29500,2023
2230,Hummer,H3 Base,2007,153692,Gasoline,4-Speed A/T,Beige,Black,False,Yes,9995,2023
2231,Tesla,Model 3 Long Range,2021,32670,No,A/T,White,Black,False,Yes,37000,2023
2232,Ford,Transit-350 Base,2018,235000,Gasoline,A/T,White,Gray,No,No,18000,2023
2233,Rivian,R1T Launch Edition,2022,8681,No,A/T,Gray,Black,False,Yes,82000,2023
2234,Audi,S4 3.0 Prestige,2012,98400,Gasoline,7-Speed A/T,White,White,False,Yes,18000,2023
2235,Toyota,4Runner SR5 Premium,2023,1400,Gasoline,A/T,White,Black,False,Yes,46500,2023
2236,Tesla,Model 3 Mid Range,2018,32000,No,A/T,Black,Black,False,Yes,29999,2023
2237,Ford,F-250 Base,1997,92800,Gasoline,4-Speed A/T,White,Gray,False,Yes,9000,2023
2238,Mercedes-Benz,G-Class G 550 4MATIC,2021,75151,Gasoline,A/T,Black,Black,False,Yes,130000,2023
2239,Subaru,Legacy 2.5 GT spec.B,2008,94000,Gasoline,6-Speed M/T,Gray,Blue,False,Yes,12500,2023
2240,Mercedes-Benz,E-Class E 350,2014,67350,Gasoline,7-Speed A/T,Silver,–,True,Yes,18700,2023
2241,BMW,M3 Base,2001,66500,Gasoline,6-Speed M/T,Red,Black,False,Yes,21000,2023
2242,Mercedes-Benz,C-Class C 250 Sport,2014,70612,Gasoline,7-Speed A/T,White,Beige,False,Yes,14500,2023
2243,Toyota,Sienna XLE Limited,2007,112630,Gasoline,5-Speed A/T,Silver,Gray,True,Yes,11500,2023
2244,Dodge,Avenger SE,2014,124705,E85 Flex Fuel,A/T,Black,Black,False,Yes,6499,2023
2245,BMW,M240 i,2018,61000,Gasoline,6-Speed M/T,Blue,Black,True,Yes,34000,2023
2246,RAM,3500 SLT,2017,157272,Diesel,6-Speed A/T,White,Gray,True,Yes,32999,2023
2247,Mercedes-Benz,GL-Class GL 450 4MATIC,2015,84000,Gasoline,7-Speed A/T,Blue,Gray,False,Yes,20399,2023
2248,Jeep,Gladiator Rubicon,2020,27981,Gasoline,A/T,Red,Black,False,Yes,47500,2023
2249,Bentley,Continental GT Base,2009,18000,Gasoline,A/T,Blue,Beige,False,Yes,63000,2023
2250,Tesla,Model 3 Long Range,2019,27123,No,A/T,Red,Black,False,Yes,38200,2023
2251,Chevrolet,Corvette Stingray w/2LT,2021,3053,Gasoline,Transmission w/Dual Shift Mode,Silver,Gray,False,Yes,83900,2023
2252,Audi,Q5 3.0T Premium Plus,2015,60251,Gasoline,A/T,Black,Black,True,Yes,19000,2023
2253,Mazda,MX-5 Miata Club,2021,5093,Gasoline,6-Speed M/T,Gray,Black,False,Yes,28000,2023
2254,Bentley,Bentayga W12 Signature,2018,31875,Gasoline,8-Speed A/T,White,Black,False,Yes,115785,2023
2255,Mercedes-Benz,S-Class S500,2005,175722,Gasoline,A/T,White,Beige,False,Yes,7000,2023
2256,BMW,M6 Base,2015,17900,Gasoline,Transmission w/Dual Shift Mode,Black,Black,False,Yes,59900,2023
2257,GMC,Yukon SLT,2015,142792,Gasoline,6-Speed A/T,White,Brown,False,Yes,22999,2023
2258,BMW,750 iL,2001,53814,Gasoline,5-Speed A/T,Gray,Gray,No,No,11800,2023
2259,Toyota,Tundra Limited,2010,89400,Gasoline,A/T,White,Gray,False,Yes,26900,2023
2260,Chrysler,300C Base,2007,86000,Gasoline,5-Speed A/T,Gray,Black,False,Yes,15000,2023
2261,smart,ForTwo Pure,2008,61595,Gasoline,5-Speed A/T,Blue,Gray,False,Yes,5000,2023
2262,Toyota,Tundra SR,2018,74000,E85 Flex Fuel,6-Speed A/T,Beige,Black,True,Yes,38000,2023
2263,Hummer,H2 Base,2004,130000,Gasoline,4-Speed A/T,Black,Black,True,Yes,16500,2023
2264,BMW,ALPINA B7 Base,2015,86000,Gasoline,8-Speed A/T,Black,White,True,Yes,29000,2023
2265,Land,Rover Range Rover Sport Supercharged,2008,140600,Gasoline,6-Speed A/T,Red,Beige,False,Yes,7500,2023
2266,Audi,A4 2.0T Tech Premium,2018,27532,Gasoline,7-Speed A/T,Gray,Black,False,Yes,27900,2023
2267,Ford,Focus SE,2017,91000,E85 Flex Fuel,6-Speed A/T,Gray,Black,False,Yes,12500,2023
2268,Mercedes-Benz,E-Class E 550 4MATIC,2014,63000,Gasoline,7-Speed A/T,Silver,Black,False,Yes,28500,2023
2269,Jeep,Wrangler Unlimited 4xe Sahara,2022,10500,Plug-In Hybrid,8-Speed A/T,Green,Beige,False,Yes,49999,2023
2270,Mercedes-Benz,M-Class ML 350 4MATIC,2014,75073,E85 Flex Fuel,7-Speed A/T,Gray,Black,False,Yes,21500,2023
2271,Jeep,Wrangler Sahara,2008,140000,Gasoline,A/T,Silver,–,True,Yes,9000,2023
2272,Mercedes-Benz,A-Class A 220 4MATIC,2019,30300,Gasoline,7-Speed A/T,Silver,Black,False,Yes,30500,2023
2273,Chevrolet,Malibu 1LT,2009,139000,Gasoline,A/T,White,Black,False,Yes,4200,2023
2274,Hummer,H3 Base,2006,118000,Gasoline,A/T,Gray,Black,False,Yes,17900,2023
2275,BMW,i8 Base,2015,51000,Plug-In Hybrid,Transmission w/Dual Shift Mode,Gray,Brown,False,Yes,53000,2023
2276,Cadillac,XLR Base,2009,69423,Gasoline,A/T,Red,Beige,False,Yes,36500,2023
2277,Lincoln,MKZ Select,2017,52284,Gasoline,6-Speed A/T,Blue,Beige,True,Yes,12500,2023
2278,Chevrolet,Silverado 1500 W/T,2006,111228,Gasoline,A/T,Blue,Gray,True,Yes,4000,2023
2279,Land,Rover Range Rover Sport HSE,2019,52300,Gasoline,Transmission w/Dual Shift Mode,Black,Black,False,Yes,49900,2023
2280,Nissan,Titan SL,2021,95993,Gasoline,9-Speed Automatic,White,Black,False,Yes,32612,2023
2281,Kia,Telluride SX,2022,26716,Gasoline,Automatic,Dark Moss,Black,False,No,47541,2023
2282,Chevrolet,Tahoe RST,2023,39517,Gasoline,10-Speed Automatic,Black,Jet Black,True,No,67190,2023
2283,Ford,Mustang GT Premium,2019,31600,Gasoline,6-Speed M/T,Blue,Gray,False,Yes,41000,2023
2284,BMW,330 i,2017,83298,Gasoline,A/T,Black,Black,False,Yes,18300,2023
2285,Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,95212,Gasoline,8-Speed A/T,Brown,Beige,False,Yes,31599,2023
2286,Porsche,911 Carrera,2010,61600,Gasoline,7-Speed A/T,Black,Black,False,Yes,51750,2023
2287,INFINITI,QX56 Base,2011,130921,Gasoline,Transmission Overdrive Switch,White,Beige,False,Yes,12000,2023
2288,RAM,2500 Tradesman,2020,41000,Gasoline,8-Speed A/T,White,Gray,No,No,45515,2023
2289,BMW,840 i xDrive,2024,1500,Gasoline,A/T,Gray,Brown,False,Yes,90000,2023
2290,MINI,Clubman Cooper S ALL4,2017,79950,Gasoline,A/T,Blue,Black,False,Yes,17390,2023
2291,Cadillac,Escalade ESV Premium Luxury Platinum,2021,31500,Gasoline,A/T,White,Beige,False,Yes,95000,2023
2292,Audi,R8 5.2 V10 plus,2017,61000,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,False,Yes,140000,2023
2293,RAM,2500 Big Horn,2021,45867,Gasoline,Automatic,Billet Silver Metallic Clearcoat,Diesel Gray / Black,False,Yes,43449,2023
2294,Porsche,911 Carrera 4,2014,22700,Gasoline,7-Speed M/T,Silver,Black,True,Yes,85500,2023
2295,Bentley,Continental GT Base,2009,43000,Gasoline,A/T,Black,Black,False,Yes,48500,2023
2296,Toyota,Tundra SR5,2015,99000,Gasoline,6-Speed A/T,Gray,Gray,False,Yes,27000,2023
2297,Toyota,4Runner SR5,2006,135000,Gasoline,A/T,White,Gray,False,Yes,16900,2023
2298,Cadillac,CTS 2.0L Turbo Luxury,2019,46000,Gasoline,8-Speed A/T,Black,Beige,True,Yes,29000,2023
2299,Ford,Focus SE,2014,79615,Gasoline,6-Speed Automatic with Auto-Shift,Black,Charcoal Black,False,Yes,10995,2023
2300,BMW,M5 Base,2021,13250,Gasoline,8-Speed Automatic,Alpine White,Aragon Brown,False,No,86900,2023
2301,Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,41200,Gasoline,Transmission w/Dual Shift Mode,Black,Black,False,Yes,60500,2023
2302,Cadillac,Escalade ESV Luxury,2016,116500,Gasoline,8-Speed A/T,Black,Brown,True,Yes,30500,2023
2303,Acura,NSX Base,1993,75980,–,A/T,Silver,Black,False,Yes,90200,2023
2304,Chevrolet,Corvette Z06,2018,24059,Gasoline,8-Speed A/T,Gray,Black,False,Yes,87150,2023
2305,Audi,Q5 2.0T Premium Plus,2015,118500,E85 Flex Fuel,A/T,Silver,Black,True,Yes,15400,2023
2306,BMW,ALPINA B7 ALPINA B7 xDrive,2020,15097,Gasoline,Automatic,Frozen Dark Silver Metallic,Black,False,No,99998,2023
2307,Maserati,Ghibli S Q4,2018,20000,Gasoline,A/T,White,Brown,False,Yes,43000,2023
2308,BMW,228 Gran Coupe i xDrive,2020,10426,Gasoline,Automatic,Black Sapphire Metallic,Oyster/Black,False,No,30798,2023
2309,Ford,Expedition Limited,2023,9500,Gasoline,10-Speed A/T,Black,Red,True,Yes,63500,2023
2310,Nissan,Frontier SE Crew Cab,2006,134000,Gasoline,A/T,Gray,Gray,True,Yes,8500,2023
2311,Subaru,BRZ Limited,2022,10500,Gasoline,Transmission w/Dual Shift Mode,Gray,–,False,Yes,32500,2023
2312,Chevrolet,Malibu LT,2018,53100,Gasoline,6-Speed A/T,Red,Black,False,Yes,17500,2023
2313,Ford,Focus SEL,2017,80134,E85 Flex Fuel,6-Speed Automatic with Auto-Shift,White,Charcoal Black,False,Yes,13895,2023
2314,Nissan,Rogue Sport S,2021,24000,Gasoline,A/T,Gray,Black,False,Yes,25500,2023
2315,Volvo,C70 T5,2006,61000,Gasoline,6-Speed M/T,Blue,Beige,False,Yes,10299,2023
2316,Lincoln,Nautilus Reserve,2021,19700,Gasoline,A/T,White,Beige,False,Yes,48000,2023
2317,Mercedes-Benz,AMG GT Base,2018,28182,Gasoline,7-Speed A/T,White,Brown,True,Yes,84500,2023
2318,Ford,Mustang EcoBoost Premium,2017,59500,Gasoline,A/T,Black,Black,True,Yes,21000,2023
2319,Ford,Ranger XLT,1999,115402,E85 Flex Fuel,A/T,Gold,Beige,False,Yes,8000,2023
2320,GMC,Yukon SLT,2018,85500,Gasoline,A/T,Black,Black,True,Yes,35899,2023
2321,RAM,2500 Big Horn,2020,51000,Gasoline,6-Speed A/T,Red,Black,False,Yes,44900,2023
2322,Tesla,Model Y Performance,2021,17500,No,A/T,Gray,White,False,Yes,45000,2023
2323,Lexus,ES 350 Base,2011,132000,Gasoline,A/T,Black,Beige,False,Yes,9999,2023
2324,Jeep,Wrangler Rubicon Hard Rock,2016,67882,Gasoline,Automatic,White,Black,False,No,32798,2023
2325,Volvo,XC90 T6 Momentum,2018,62000,Gasoline,8-Speed A/T,Silver,Black,False,Yes,30500,2023
2326,Porsche,911 R,2016,12454,Gasoline,6-Speed M/T,Purple,Black,False,Yes,210000,2023
2327,BMW,M6 Gran Coupe Base,2017,27965,Gasoline,7-Speed A/T,Green,Black,False,Yes,58000,2023
2328,Cadillac,Escalade ESV Platinum Edition,2013,119000,E85 Flex Fuel,A/T,Black,Black,No,No,20500,2023
2329,BMW,X5 xDrive35i,2018,48000,Gasoline,8-Speed A/T,Black,Black,False,Yes,32000,2023
2330,BMW,X5 xDrive40i,2020,5541,Gasoline,Automatic,White,Black,False,No,56598,2023
2331,Mitsubishi,Outlander SEL,2018,29000,Gasoline,A/T,Red,Beige,False,Yes,19500,2023
2332,Dodge,Ram 1500 ST,2010,131100,E85 Flex Fuel,A/T,White,Gray,True,Yes,12995,2023
