,brand,model,model_year,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,data_year
0,Ford,Utility Police Interceptor Base,2013,51000,E85 Flex Fuel,6-Speed A/T,Black,Black,True,Yes,10300,2023
1,Hyundai,Palisade SEL,2021,34742,Gasoline,8-Speed Automatic,Moonlight Cloud,Gray,True,Yes,38005,2023
2,Lexus,RX 350 RX 350,2022,22372,Gasoline,Automatic,Blue,Black,False,No,54598,2023
3,INFINITI,Q50 Hybrid Sport,2015,88900,Hybrid,7-Speed A/T,Black,Black,False,Yes,15500,2023
4,Audi,Q3 45 S line Premium Plus,2021,9835,Gasoline,8-Speed Automatic,Glacier White Metallic,Black,False,No,34999,2023
5,Acura,ILX 2.4L,2016,136397,Gasoline,F,Silver,Ebony.,False,No,14798,2023
6,Audi,S3 2.0T Premium Plus,2017,84000,Gasoline,6-Speed A/T,Blue,Black,False,Yes,31000,2023
7,BMW,740 iL,2001,242000,Gasoline,A/T,Green,Green,False,Yes,7300,2023
8,Lexus,RC 350 F Sport,2021,23436,Gasoline,6-Speed A/T,Black,Black,False,Yes,41927,2023
9,Tesla,Model X Long Range Plus,2020,34000,No,A/T,Black,Black,False,Yes,69950,2023
10,Land,Rover Range Rover Sport 3.0 Supercharged HST,2021,27608,Gasoline,Automatic,Fuji White,Pimento / Ebony,False,No,73897,2023
11,Aston,Martin DBS Superleggera,2019,22770,Gasoline,8-Speed A/T,Silver,Black,False,Yes,184606,2023
12,Toyota,Supra 3.0 Premium,2021,12500,Gasoline,A/T,Yellow,Black,False,Yes,53500,2023
13,Lincoln,Aviator Reserve AWD,2022,18196,Gasoline,Transmission w/Dual Shift Mode,Black,Brown,False,Yes,62000,2023
14,Jaguar,F-TYPE,2020,15903,Gasoline,Automatic,Silver,Black,False,No,47998,2023
15,Land,Rover LR4 HSE,2013,79800,Gasoline,A/T,White,Black,False,Yes,29990,2023
16,Mercedes-Benz,Metris Base,2021,1685,Gasoline,9-Speed Automatic,Gray,White,False,Yes,250000,2023
17,Dodge,Challenger SXT,2013,61074,Gasoline,A/T,Black,Gray,False,Yes,16800,2023
18,Nissan,350Z Enthusiast,2003,74000,Gasoline,6-Speed M/T,Purple,–,False,Yes,11000,2023
19,Jaguar,F-TYPE R,2018,35250,Gasoline,8-Speed A/T,Green,Black,False,Yes,68750,2023
20,Genesis,GV70 3.5T Sport,2023,5400,Gasoline,8-Speed A/T,Green,Beige,No,No,60000,2023
21,Chevrolet,S-10 LS,2000,133510,E85 Flex Fuel,A/T,Blue,Black,False,Yes,4500,2023
22,BMW,440 Gran Coupe 440i xDrive,2020,25990,Gasoline,Automatic,White,Beige,False,No,38598,2023
23,Ford,F-150 XLT,2023,2823,Gasoline,Automatic,Iconic Silver Metallic,Black,False,Yes,58504,2023
24,Chevrolet,Suburban RST,2021,52000,Gasoline,10-Speed A/T,Blue,Black,False,Yes,61000,2023
25,Hyundai,Elantra N Base,2022,11650,Gasoline,Transmission w/Dual Shift Mode,Black,Black,False,Yes,32300,2023
26,Nissan,Sentra SR,2016,96541,Gasoline,Automatic,Blue,Black,False,No,13998,2023
27,Mercedes-Benz,AMG CLA 45 Base 4MATIC,2021,17500,Gasoline,A/T,Gray,Black,False,Yes,59995,2023
28,BMW,650 Gran Coupe i xDrive,2015,69000,Gasoline,8-Speed A/T,Gray,Black,False,Yes,25700,2023
29,Audi,Q5 2.0T Premium Plus,2017,81880,E85 Flex Fuel,8-Speed Automatic,Mythos Black Metallic,Black,False,Yes,21375,2023
30,Mercedes-Benz,AMG C 43 Base 4MATIC,2018,28800,Gasoline,9-Speed A/T,Silver,Black,False,Yes,48000,2023
31,Dodge,Ram 1500 Laramie Mega Cab,2006,300183,Gasoline,A/T,Silver,Gray,True,Yes,10900,2023
32,BMW,i3 120Ah w/Range Extender,2020,35035,Hybrid,Automatic,Black,Black,False,No,24998,2023
33,Kia,Sorento SX,2011,171000,Gasoline,A/T,Black,Black,False,Yes,5999,2023
34,Lexus,LX 570 Base,2016,118700,Gasoline,8-Speed A/T,Black,Beige,False,Yes,46900,2023
35,Jeep,New Compass Trailhawk,2017,119000,Gasoline,A/T,Red,Black,False,Yes,15900,2023
36,BMW,340 i,2018,44261,Gasoline,Automatic,Gray,Black,False,No,33598,2023
37,Audi,A4 2.0T Premium Plus quattro,2012,125575,Gasoline,8-Speed A/T,Silver,Black,False,Yes,8999,2023
38,Hyundai,Tucson SE,2007,16200,Gasoline,A/T,Gold,Beige,False,Yes,8200,2023
39,BMW,Z4 sDrive28i,2014,70000,Gasoline,A/T,White,Beige,True,Yes,20000,2023
40,Bentley,Continental GTC Base,2011,20200,E85 Flex Fuel,6-Speed A/T,Black,Black,False,Yes,79950,2023
41,Honda,Passport Elite,2023,2978,Gasoline,Automatic,Lunar Silver Metallic,Gray,False,No,45498,2023
42,Dodge,Sprinter 2500,2007,189719,Diesel,5-Speed A/T,White,Gray,True,Yes,14000,2023
43,BMW,M850 i xDrive,2019,9949,Gasoline,Automatic,Blue,Black,False,No,75798,2023
44,Lucid,Air Grand Touring,2022,3552,No,1-Speed A/T,Red,Beige,False,Yes,119999,2023
45,Audi,A7 Premium,2012,54000,Gasoline,8-Speed A/T,Black,Brown,True,Yes,36880,2023
46,Chevrolet,Silverado 1500 Custom Trail Boss,2021,51351,Gasoline,Automatic,Black,Jet Black,False,Yes,43147,2023
47,MINI,Convertible John Cooper Works,2017,24280,Gasoline,6-Speed A/T,Black,Black,True,Yes,29000,2023
48,Toyota,Avalon Touring,2016,89148,Gasoline,A/T,Black,Black,False,Yes,17500,2023
49,Porsche,Cayenne Platinum Edition,2017,73043,Gasoline,8-Speed A/T,White,Black,False,Yes,30990,2023
50,Mercedes-Benz,AMG C 63 S,2017,60000,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,True,Yes,52500,2023
51,Honda,CR-V EX-L,2016,73549,Gasoline,Automatic CVT,Mountain Air Metallic,Black,True,No,20848,2023
52,Hummer,H2 Base,2005,110900,Gasoline,A/T,Gray,Black,False,Yes,19500,2023
53,Porsche,911 Carrera S,2013,39000,Gasoline,7-Speed A/T,Blue,Black,False,Yes,73000,2023
54,Mercedes-Benz,CLA-Class CLA 250,2016,120000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,False,Yes,19800,2023
55,Chrysler,300 Touring,2009,134602,Gasoline,Transmission w/Dual Shift Mode,Blue,Black,False,Yes,7500,2023
56,Nissan,Rogue SV,2023,1094,Gasoline,Automatic CVT,Caspian Blue,Light Gray,False,No,30999,2023
57,Audi,A3 2.0T,2010,83500,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,False,Yes,6500,2023
58,Ford,Mustang GT Premium,2014,37060,Gasoline,6-Speed M/T,Black,Black,False,Yes,28500,2023
59,Acura,RL Technology,2010,97700,Gasoline,Transmission w/Dual Shift Mode,Blue,Beige,False,Yes,10995,2023
60,Volvo,XC90 Hybrid T8 R-Design,2018,40000,Plug-In Hybrid,Transmission w/Dual Shift Mode,Black,Black,False,Yes,42000,2023
61,Audi,R8 5.2 V10,2018,8940,Gasoline,7-Speed Automatic with Auto-Shift,Tango Red Metallic,Black,False,No,144900,2023
62,Mercedes-Benz,GLK-Class GLK 350,2014,186000,Gasoline,A/T,Black,Beige,True,Yes,10000,2023
63,Toyota,C-HR LE,2021,13180,Gasoline,CVT-F,–,–,False,No,23998,2023
64,Lexus,IS 350 Base,2014,104000,Gasoline,8-Speed A/T,Black,Black,False,Yes,21000,2023
65,BMW,X4 M40i,2023,8500,Hybrid,Transmission w/Dual Shift Mode,Gray,Beige,False,Yes,67900,2023
66,BMW,M4 CS,2019,19069,Gasoline,Automatic,Alpine White,Anthracite,False,No,69998,2023
67,Cadillac,CT5 Premium Luxury,2023,6090,Gasoline,A/T,White,Beige,False,Yes,46900,2023
68,Lucid,Air Grand Touring,2022,4900,No,1-Speed A/T,Red,Black,False,Yes,99000,2023
69,Audi,A5 2.0T Premium Plus,2019,47523,Gasoline,Transmission w/Dual Shift Mode,Black,Black,False,Yes,31000,2023
70,Chrysler,300C SRT8,2006,43000,Gasoline,5-Speed A/T,Silver,Black,True,Yes,19995,2023
71,Bentley,Continental GT W12,2017,14684,Gasoline,8-Speed A/T,White,White,False,Yes,130000,2023
72,BMW,M4 Base,2019,57800,Gasoline,Transmission w/Dual Shift Mode,Black,Red,False,Yes,55999,2023
73,Toyota,GR Corolla Circuit Edition,2023,952,Gasoline,6-Speed M/T,Silver,Gray,False,Yes,49950,2023
74,Audi,RS 5 2.9T,2019,21240,Gasoline,8-Speed A/T,Black,Black,True,Yes,59950,2023
75,Porsche,Cayenne Base,2019,59338,Gasoline,Transmission w/Dual Shift Mode,Black,Black,False,Yes,42499,2023
76,Lamborghini,Huracan Tecnica Coupe,2023,255,Gasoline,Automatic,BLU ELEOS,Nero Ade,False,No,359991,2023
77,Maserati,Quattroporte S,2019,23230,Gasoline,8-Speed A/T,Black,Black,False,Yes,44999,2023
78,Jaguar,XF 35t R-Sport,2017,48000,Gasoline,A/T,Red,Black,True,Yes,30000,2023
79,Lexus,ES 330 Base,2005,41059,Gasoline,5-Speed A/T,White,Beige,False,Yes,11100,2023
80,Land,Rover Discovery Sport SE R-Dynamic,2020,21240,Gasoline,Automatic,White,Black,False,No,37998,2023
81,Porsche,Cayman GTS,2015,11500,Gasoline,7-Speed A/T,Silver,–,False,Yes,72000,2023
82,Genesis,G90 3.3T Premium,2021,9950,Gasoline,8-Speed A/T,Silver,Blue,False,Yes,53950,2023
83,Volkswagen,Golf R 20th Anniversary Edition,2023,633,Gasoline,6-Speed M/T,White,Black,False,Yes,47999,2023
84,Hyundai,Sonata Hybrid Limited,2015,66000,Hybrid,A/T,White,Gray,True,Yes,15900,2023
85,Audi,RS 7 4.0T Prestige,2014,59715,Gasoline,A/T,Gray,Black,True,Yes,45000,2023
86,BMW,740 Li,2012,85252,Gasoline,6-Speed A/T,Black,Black,False,Yes,18500,2023
87,Mercedes-Benz,GLS 450 Base 4MATIC,2020,17900,Hybrid,9-Speed A/T,Black,Black,True,Yes,80000,2023
88,BMW,M6 Base,2016,25500,Gasoline,7-Speed A/T,White,Black,False,Yes,55000,2023
89,Subaru,Forester 2.5 X,2004,210703,Gasoline,M/T,Green,Beige,No,No,2300,2023
90,Hyundai,Elantra N Base,2023,3800,Gasoline,6-Speed M/T,White,Black,False,Yes,34000,2023
91,Kia,Niro Plug-In Hybrid EX Premium,2022,36602,Hybrid,6-Speed Automatic with Auto-Shift,Horizon Blue,Charcoal,False,Yes,31995,2023
92,Rivian,R1S Adventure Package,2023,2800,No,1-Speed A/T,White,Green,False,Yes,92000,2023
93,Aston,Martin DBS Superleggera,2021,2165,Gasoline,8-Speed Automatic,Black,Black,False,Yes,279950,2023
94,Mercedes-Benz,SLC 300 Base,2018,33000,Gasoline,9-Speed A/T,Red,Black,True,Yes,29900,2023
95,BMW,435 Gran Coupe i,2016,76009,Gasoline,8-Speed A/T,White,Beige,False,Yes,24950,2023
96,Jeep,Grand Cherokee Summit,2020,31349,Gasoline,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,False,No,39366,2023
97,Lexus,RC 350 Base,2015,48000,Gasoline,Transmission w/Dual Shift Mode,Orange,Red,False,Yes,32900,2023
98,BMW,525 i,2005,91420,Gasoline,6-Speed A/T,Black,Black,False,Yes,8900,2023
99,Toyota,Corolla LE,2003,124756,Gasoline,M/T,Beige,Beige,True,Yes,4995,2023
100,Cadillac,CT5-V Blackwing,2023,2415,Gasoline,10-Speed Automatic,Rift Metallic,Gray,False,No,104900,2023
101,GMC,Acadia SLT-1,2012,116226,Gasoline,6-Speed A/T,Black,Black,False,Yes,7900,2023
102,Lexus,LC 500 Base,2020,37869,Gasoline,10-Speed Automatic,Atomic Silver,Rioja Red,False,No,75950,2023
103,BMW,i8 Base,2019,41500,Plug-In Hybrid,Transmission w/Dual Shift Mode,White,Black,False,Yes,86000,2023
104,Lexus,ES 300h Base,2013,87001,Hybrid,CVT Transmission,Gold,Beige,False,Yes,17995,2023
105,Cadillac,CT5-V V-Series,2022,4451,Gasoline,Automatic,Summit White,Jet Black,True,Yes,55655,2023
106,BMW,540 i xDrive,2020,27158,Gasoline,Automatic,Imperial Blue Metallic,Canberra Beige/Black,False,No,39998,2023
107,Chevrolet,Express 1500 Work Van,2014,139804,Gasoline,A/T,White,Gray,True,Yes,14500,2023
108,Jeep,Gladiator Rubicon,2022,27300,Gasoline,A/T,Green,Black,False,Yes,47500,2023
109,BMW,Z4 sDrive28i,2014,36812,Gasoline,Transmission w/Dual Shift Mode,White,Beige,False,Yes,27000,2023
110,Land,Rover LR4 HSE LUX Landmark Edition,2016,144000,Gasoline,8-Speed A/T,Black,Black,True,Yes,18000,2023
111,Cadillac,XT4 Sport,2019,44500,Gasoline,9-Speed A/T,Blue,White,False,Yes,28900,2023
112,BMW,750 750i xDrive,2021,10917,Gasoline,Automatic,Black,Black,False,No,73998,2023
113,Bentley,Arnage R,2005,8332,Gasoline,4-Speed A/T,White,Beige,False,Yes,47350,2023
114,Lincoln,Aviator Reserve AWD,2020,51247,Gasoline,Automatic,Magnetic Gray Clearcoat,Roast,False,No,47698,2023
115,Mercedes-Benz,AMG GL AMG GL 63 4MATIC,2016,69000,Gasoline,Transmission w/Dual Shift Mode,Black,Brown,False,Yes,36500,2023
116,RAM,ProMaster 3500 High Roof,2021,147834,Gasoline,6-Speed Automatic,Bright White Clearcoat,Black,False,Yes,32662,2023
117,Ford,Utility Police Interceptor Base,2013,105000,E85 Flex Fuel,A/T,White,Black,True,Yes,6600,2023
118,Audi,A5 2.0T Premium,2011,92203,Gasoline,Transmission w/Dual Shift Mode,Red,Beige,False,Yes,9995,2023
119,Nissan,GT-R Premium,2010,15600,Gasoline,Transmission w/Dual Shift Mode,White,Black,False,Yes,69500,2023
120,Land,Rover Range Rover Sport 3.0L Supercharged HSE,2018,104700,Gasoline,Automatic,Fuji White,Ivory / Ebony,True,No,30775,2023
121,Toyota,Corolla LE,2010,72348,Gasoline,A/T,Red,Gray,True,Yes,9995,2023
122,Rivian,R1S Adventure Package,2023,2500,No,A/T,Green,White,False,Yes,94000,2023
123,Mercedes-Benz,C-Class C300 4MATIC,2022,13177,Gasoline,Automatic,White,Silk Beige/Black,False,No,44798,2023
124,Porsche,Cayenne E-Hybrid S,2016,96000,Plug-In Hybrid,Transmission w/Dual Shift Mode,White,Red,True,Yes,23000,2023
125,Chevrolet,Express 1500 Work Van,2011,93009,E85 Flex Fuel,4-Speed Automatic,Summit White,Medium Pewter,False,Yes,22495,2023
126,INFINITI,Q70h Base,2016,52750,Hybrid,7-Speed A/T,White,Black,True,Yes,28998,2023
127,Audi,A7 Premium Plus,2020,25361,Hybrid,Automatic,Typhoon Gray,Black,False,No,49998,2023
128,Audi,Q7 3.0T Premium Plus,2015,98527,Gasoline,8-Speed A/T,Black,Black,No,No,9995,2023
129,Lucid,Air Pure,2023,1300,No,A/T,Black,Gray,No,No,86900,2023
130,Chrysler,Pacifica Touring,2017,87305,–,9-Speed A/T,Silver,Black,False,Yes,9000,2023
131,Audi,TTS 2.0T Premium Plus,2012,72922,Gasoline,6-Speed A/T,White,Black,No,No,25999,2023
132,BMW,650 Gran Coupe i xDrive,2015,41000,Gasoline,8-Speed A/T,Black,Black,False,Yes,30000,2023
133,Subaru,Forester Premium,2021,42125,Gasoline,Automatic CVT,Crystal Black Silica,Black,False,Yes,27899,2023
134,Mercedes-Benz,AMG C AMG C 63,2016,62000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,False,Yes,40000,2023
135,Land,Rover LR3 HSE,2006,153843,Gasoline,6-Speed A/T,Red,Beige,True,Yes,9950,2023
136,BMW,X7 xDrive40i,2019,35248,Gasoline,Automatic,Arctic Gray Metallic,Black,False,No,53998,2023
137,Ford,Transit Connect XLT,2015,194454,Gasoline,6-Speed A/T,White,Black,False,Yes,9888,2023
138,Lexus,LX 570 Three-Row,2021,21000,Gasoline,Transmission w/Dual Shift Mode,White,Black,False,Yes,89999,2023
139,Porsche,911 Carrera S,2013,18494,Gasoline,7-Speed M/T,Black,Black,No,No,86900,2023
140,Dodge,Ram 2500 Laramie Quad Cab,2006,218000,Gasoline,4-Speed A/T,Red,Gray,False,Yes,12990,2023
141,Nissan,Armada SL,2021,67800,Gasoline,7-Speed A/T,Silver,Black,True,Yes,36500,2023
142,Porsche,Cayman Base,2014,79000,Gasoline,Transmission w/Dual Shift Mode,Red,Black,True,Yes,42999,2023
143,Mercedes-Benz,GLE 450 GLE 450,2022,24906,Hybrid,Automatic,Selenite Grey Metallic,Black,False,No,63998,2023
144,Chevrolet,Monte Carlo SS,2006,66840,Gasoline,A/T,White,Gray,True,Yes,12000,2023
145,BMW,M5 Base,2013,86000,Gasoline,Transmission w/Dual Shift Mode,Blue,White,False,Yes,32000,2023
146,Hyundai,Kona N Base,2023,654,Gasoline,8-Speed Automatic with Auto-Shift,Ultra Black,Black,False,Yes,34599,2023
147,Chevrolet,Monte Carlo SS,2005,75000,Gasoline,A/T,Black,Black,False,Yes,12500,2023
148,Land,Rover Range Rover Evoque Pure,2015,84000,Gasoline,9-Speed A/T,Beige,Black,True,Yes,22800,2023
149,Audi,S7 4.0T Premium Plus,2017,52500,Gasoline,Transmission w/Dual Shift Mode,Gray,Gray,False,Yes,39999,2023
150,GMC,Acadia SLT-1,2011,120000,Gasoline,6-Speed A/T,Silver,Gray,False,Yes,7500,2023
151,Alfa,Romeo Stelvio Ti Sport,2020,18665,Gasoline,8-Speed Automatic,Lunare White Metallic,Ice,False,Yes,35645,2023
152,Ferrari,FF Base,2016,19987,Gasoline,7-Speed A/T,Black,Brown,False,Yes,149900,2023
153,Kia,K900 5.0L,2017,36486,Gasoline,8-Speed A/T,Black,Beige,True,Yes,23950,2023
154,Ford,E150 XLT,2013,162100,E85 Flex Fuel,4-Speed A/T,Black,Gray,False,Yes,12500,2023
155,Tesla,Model 3 Performance,2022,13079,No,A/T,Black,White,False,Yes,47000,2023
156,Toyota,4Runner SR5,2022,28377,Gasoline,5-Speed Automatic,Silver,Gray,False,No,36999,2023
157,Subaru,Forester Base,2020,32744,Gasoline,CVT Transmission,Black,Gray,False,Yes,24000,2023
158,Porsche,Panamera 2,2012,54000,Gasoline,A/T,White,–,True,Yes,26000,2023
159,Toyota,Tacoma PreRunner,2008,202055,Gasoline,A/T,Silver,Gray,True,Yes,8500,2023
160,RAM,2500 Laramie,2019,65000,Diesel,6-Speed A/T,Black,Black,False,Yes,65000,2023
161,Kia,Sportage Nightfall,2022,9686,Gasoline,6-Speed Automatic,Hyper Red,Black,False,Yes,30990,2023
162,Cadillac,DTS Base,2010,49620,Gasoline,A/T,White,Gray,False,Yes,10499,2023
163,Toyota,Land Cruiser Base,1997,213000,Gasoline,4-Speed A/T,White,Beige,False,Yes,26500,2023
164,Nissan,GT-R Premium,2020,16010,Gasoline,A/T,White,Black,False,Yes,114000,2023
165,Lexus,NX 350 F SPORT Handling,2023,820,Gasoline,8-SPEED AT,Black,Black,False,No,51998,2023
166,Audi,Q7 45 Premium Plus,2021,68000,Gasoline,8-Speed A/T,Blue,Black,False,Yes,36499,2023
167,Lexus,LX 470 Base,1999,82000,Gasoline,A/T,White,Beige,False,Yes,25000,2023
168,GMC,Terrain SLE,2022,27352,Gasoline,9-Speed Automatic,Summit White,Jet Black,False,No,27785,2023
169,Ford,Escape Limited,2012,129000,Gasoline,A/T,White,Gray,True,Yes,7000,2023
170,Lexus,LS 460 L,2014,106731,Gasoline,8-Speed A/T,White,Beige,True,Yes,30000,2023
171,Ford,Expedition Platinum,2019,34672,Gasoline,10-Speed A/T,White,White,False,Yes,45500,2023
172,Chevrolet,Malibu LTZ,2010,55900,Gasoline,Transmission w/Dual Shift Mode,Beige,Beige,False,Yes,8950,2023
173,Audi,RS 7 4.0T quattro,2023,3158,Gasoline,1-Speed Automatic,Daytona Gray Pearl Effect,Black / Express Red,False,No,128900,2023
174,Audi,A5 2.0T Premium Plus,2015,82000,Gasoline,8-Speed A/T,White,Brown,False,Yes,17000,2023
175,Genesis,G70 2.0T,2023,4785,Gasoline,Automatic,Vik Black,Obsidian Black,False,Yes,42850,2023
176,Chevrolet,Trailblazer LS,2021,20497,Gasoline,9-Speed Automatic,Pacific Blue Metallic,Black,False,No,22999,2023
177,Scion,tC Base,2013,177600,Gasoline,6-Speed A/T,Silver,Black,True,Yes,7100,2023
178,Lincoln,MKZ Hybrid Base,2014,78568,Hybrid,A/T,Blue,Beige,False,Yes,15500,2023
179,Ford,Transit-350 XL,2018,95000,E85 Flex Fuel,A/T,White,Gray,False,Yes,43000,2023
180,Porsche,911 GT2 RS,2018,4529,Gasoline,7-Speed Automatic with Auto-Shift,Black,Black,False,Yes,417500,2023
181,Ford,Explorer Timberline,2021,25240,Gasoline,10-Speed Automatic,Gray,Ebony,True,No,39951,2023
182,Volvo,XC90 3.2,2011,88300,Gasoline,A/T,Blue,Beige,True,Yes,11500,2023
183,Chevrolet,Avalanche LTZ,2013,98000,E85 Flex Fuel,6-Speed A/T,Silver,Black,True,Yes,27499,2023
184,Audi,TT RS 2.5T,2018,20675,Gasoline,Transmission w/Dual Shift Mode,Gray,Gray,False,Yes,76000,2023
185,Lincoln,Navigator L,2008,95000,Gasoline,A/T,Black,Black,False,Yes,10900,2023
186,Hyundai,Elantra GLS,2010,107000,Gasoline,4-Speed A/T,Blue,Blue,True,Yes,6250,2023
187,Audi,SQ5 3.0T Premium Plus,2016,60000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,True,Yes,24700,2023
188,Mitsubishi,Lancer Evolution GSR,2012,33000,Gasoline,5-Speed M/T,Black,Black,False,Yes,34999,2023
189,Tesla,Model Y Performance,2023,500,No,1-Speed A/T,Black,White,False,Yes,60000,2023
190,Mercedes-Benz,Maybach S S 600,2016,108500,Gasoline,7-Speed A/T,White,Beige,False,Yes,63500,2023
191,Nissan,GT-R Premium,2017,37800,Gasoline,Transmission w/Dual Shift Mode,Orange,Orange,False,Yes,149500,2023
192,Mercedes-Benz,GLS 550 Base 4MATIC,2018,74422,Gasoline,Automatic,Obsidian Black Metallic,Gray,False,No,44798,2023
193,Chevrolet,Blazer Premier,2019,55621,Gasoline,9-Speed Automatic,Silver Ice Metallic,Jet Black,False,No,34562,2023
194,Mazda,CX-9 Grand Touring,2021,46707,Gasoline,6-Speed Automatic,Sonic Silver Metallic,Black,True,Yes,32541,2023
195,Ford,Expedition Max Limited,2022,26500,Gasoline,A/T,White,Beige,False,Yes,65900,2023
196,Nissan,Titan XD SV,2020,10001,Gasoline,9-Speed Automatic,Black,Black,False,Yes,47214,2023
197,Lexus,LX 570 Three-Row,2019,19050,Gasoline,8-Speed A/T,Black,Beige,False,Yes,76900,2023
198,Chevrolet,Traverse Premier,2020,52000,Gasoline,A/T,White,Black,False,Yes,35800,2023
199,Mercedes-Benz,Sprinter High Roof,2014,65000,Diesel,7-Speed A/T,Black,Black,True,Yes,54999,2023
200,BMW,X5 3.0i,2004,140000,Gasoline,Transmission w/Dual Shift Mode,Black,Beige,False,Yes,6730,2023
201,Ford,Fusion SE,2018,75600,Gasoline,A/T,Blue,Black,True,Yes,14950,2023
202,Lincoln,MKZ Base,2015,117292,Gasoline,A/T,Beige,Beige,False,Yes,12000,2023
203,Ford,GT,2005,1897,Gasoline,Manual,White,–,False,No,429998,2023
204,Genesis,G90 5.0 Ultimate,2017,26000,Gasoline,Transmission w/Dual Shift Mode,White,Beige,False,Yes,33600,2023
205,Lexus,LC 500 Base,2022,2071,Gasoline,Automatic,Nightfall Mica,Caramel,False,No,99950,2023
206,Ford,Shelby GT500 Base,2014,15629,Gasoline,6-Speed Manual,Black,Black,False,No,61900,2023
207,Saturn,Sky Base,2008,15020,Gasoline,A/T,Silver,Red,False,Yes,18500,2023
208,Audi,RS Q8 4.0T quattro,2022,11322,Gasoline,8-Speed Automatic,Daytona Gray Pearl Effect,Black / Express Red,False,No,119900,2023
209,Toyota,Land Cruiser,2016,50361,Gasoline,Automatic,Silver,Black,False,No,65998,2023
210,Mercedes-Benz,SL-Class SL 550,2013,115000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,True,Yes,36000,2023
211,Porsche,911 Carrera C2S,2005,28500,Gasoline,6-Speed M/T,Silver,Black,False,Yes,63500,2023
212,Mercedes-Benz,AMG GLA 45 Base 4MATIC,2018,51700,Gasoline,Transmission w/Dual Shift Mode,White,Black,False,Yes,32000,2023
213,Ford,Taurus X Limited,2008,148949,Gasoline,A/T,Blue,Beige,False,Yes,3900,2023
214,BMW,440 Gran Coupe i,2018,39300,Gasoline,8-Speed A/T,White,Beige,True,Yes,31750,2023
215,Honda,S2000 CR,2008,82323,Gasoline,6-Speed M/T,Black,Black,False,Yes,28500,2023
216,Acura,Integra w/A-Spec Tech Package,2023,3574,Gasoline,Variable,Apex Blue,Orchid,False,No,34998,2023
217,Ford,Excursion Limited,2001,109357,Gasoline,A/T,Green,Beige,False,Yes,12749,2023
218,Mercedes-Benz,SL-Class SL500 Roadster,2004,46000,Gasoline,A/T,White,Gray,False,Yes,18853,2023
219,Mercedes-Benz,CLS-Class CLS 550,2007,123112,Gasoline,A/T,Silver,Black,True,Yes,104999,2023
220,INFINITI,G35 Sport,2007,37100,Gasoline,6-Speed M/T,Gray,Black,False,Yes,16900,2023
221,Volkswagen,Golf GTI 2.0T S 4-Door,2016,89000,Gasoline,6-Speed M/T,Silver,Black,False,Yes,14500,2023
222,Dodge,Challenger R/T Scat Pack,2022,1240,Gasoline,8-Speed Automatic,Go Mango!,Black,False,No,53900,2023
223,Lincoln,Navigator L Reserve,2019,67073,Gasoline,10-Speed A/T,Black,Black,True,Yes,47999,2023
224,Maserati,Ghibli S Q4,2015,28700,Gasoline,8-Speed A/T,White,Red,No,No,24900,2023
225,Tesla,Model X Base,2023,8200,No,A/T,Black,Black,False,Yes,93999,2023
226,Mercedes-Benz,AMG G 63 Base,2018,41000,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,False,Yes,108900,2023
227,Ford,Expedition Limited,2018,98995,Gasoline,Automatic,Ingot Silver Metallic,Ebony,False,No,34998,2023
228,Volkswagen,Routan SE,2012,123815,Gasoline,6-Speed A/T,Black,Gray,False,Yes,5000,2023
229,Bugatti,Veyron 16.4 Grand Sport,2011,6330,Gasoline,7-Speed Automatic with Auto-Shift,White,White,False,Yes,1950995,2023
230,Toyota,Highlander XLE,2020,61341,Gasoline,8-Speed Automatic,Midnight Black Metallic,Black,True,No,34084,2023
231,Honda,Civic LX,2016,96473,Gasoline,Automatic CVT,Black,Black,False,No,15599,2023
232,Jeep,Wrangler Unlimited Sahara,2017,66107,Gasoline,5-Speed Automatic,Black Clearcoat,Black,False,No,31331,2023
233,Land,Rover Range Rover Supercharged,2008,114287,Gasoline,6-Speed A/T,Black,Black,False,Yes,9900,2023
234,Acura,ILX 2.0L w/Premium Package,2015,75000,Gasoline,5-Speed A/T,Gold,Beige,False,Yes,14500,2023
235,BMW,M6 Base,2016,45800,Gasoline,7-Speed A/T,Gold,Black,No,No,36800,2023
236,Polestar,2 Launch Edition,2021,12172,No,1-Speed Automatic,Thunder Gray,Charcoal,False,No,35999,2023
237,BMW,X6 sDrive35i,2016,70582,Gasoline,8-Speed A/T,Black,White,True,Yes,35000,2023
238,Porsche,Cayman S,2014,33088,Gasoline,7-Speed A/T,Black,Black,False,Yes,49750,2023
239,Lincoln,Corsair Grand Touring,2021,1850,Plug-In Hybrid,CVT Transmission,Silver,Beige,False,Yes,49000,2023
240,Cadillac,DTS Luxury II,2008,94155,Gasoline,4-Speed A/T,White,Beige,False,Yes,10500,2023
241,Cadillac,ATS 3.6L Luxury,2016,25000,Gasoline,8-Speed A/T,Red,Beige,False,Yes,17999,2023
